DAY;IRRAD;TMIN;TMAX;VAP;WIND;RAIN;SNOW;;;;;;;;
02.10.2017;5360000.0;11.5;18.2;13.2;6.0;0.42000000000000004;;;5360000.0;11.5;18.2;13.2;6.0;0.42000000000000004;-999
03.10.2017;10630000.0;9.7;16.4;11.8;6.1;0.13;;;10630000.0;9.7;16.4;11.8;6.1;0.13;-999
04.10.2017;4450000.0;10.5;13.6;11.0;8.1;0.35;;;4450000.0;10.5;13.6;11.0;8.1;0.35;-999
05.10.2017;5700000.0;9.3;15.9;11.8;9.1;0.51;;;5700000.0;9.3;15.9;11.8;9.1;0.51;-999
06.10.2017;4120000.0;9.1;14.0;11.5;6.4;1.58;;;4120000.0;9.1;14.0;11.5;6.4;1.58;-999
07.10.2017;1750000.0;9.6;12.7;12.1;6.9;0.8099999999999999;;;1750000.0;9.6;12.7;12.1;6.9;0.8099999999999999;-999
08.10.2017;10990000.0;7.3;15.3;10.9;4.7;0.0;;;10990000.0;7.3;15.3;10.9;4.7;0.0;-999
09.10.2017;6010000.0;5.7;13.1;11.3;2.9;0.18;;;6010000.0;5.7;13.1;11.3;2.9;0.18;-999
10.10.2017;4290000.0;11.3;15.5;14.0;5.0;0.04;;;4290000.0;11.3;15.5;14.0;5.0;0.04;-999
11.10.2017;3110000.0;13.5;16.1;13.7;6.6;0.16;;;3110000.0;13.5;16.1;13.7;6.6;0.16;-999
12.10.2017;8500000.0;7.7;15.1;11.5;7.2;0.0;;;8500000.0;7.7;15.1;11.5;7.2;0.0;-999
13.10.2017;8430000.0;7.2;17.7;13.1;3.8;0.0;;;8430000.0;7.2;17.7;13.1;3.8;0.0;-999
14.10.2017;4870000.0;9.9;18.7;15.6;3.8;0.0;;;4870000.0;9.9;18.7;15.6;3.8;0.0;-999
15.10.2017;10180000.0;8.6;21.4;14.3;2.4;0.0;;;10180000.0;8.6;21.4;14.3;2.4;0.0;-999
16.10.2017;8800000.0;11.6;22.7;15.5;2.9;0.0;;;8800000.0;11.6;22.7;15.5;2.9;0.0;-999
17.10.2017;5260000.0;7.7;16.1;12.9;3.0;0.0;;;5260000.0;7.7;16.1;12.9;3.0;0.0;-999
18.10.2017;7600000.0;6.4;16.4;12.5;1.9;0.0;;;7600000.0;6.4;16.4;12.5;1.9;0.0;-999
19.10.2017;6760000.0;9.2;16.0;13.1;2.5;0.0;;;6760000.0;9.2;16.0;13.1;2.5;0.0;-999
20.10.2017;3030000.0;11.1;16.5;13.2;4.3;0.61;;;3030000.0;11.1;16.5;13.2;4.3;0.61;-999
21.10.2017;2200000.0;9.6;13.4;12.4;3.8;0.16;;;2200000.0;9.6;13.4;12.4;3.8;0.16;-999
22.10.2017;3270000.0;8.3;12.6;11.1;4.8;0.22999999999999998;;;3270000.0;8.3;12.6;11.1;4.8;0.22999999999999998;-999
23.10.2017;2050000.0;7.6;13.4;12.1;5.8;0.24;;;2050000.0;7.6;13.4;12.1;5.8;0.24;-999
24.10.2017;1700000.0;8.6;16.0;14.2;4.1;0.16999999999999998;;;1700000.0;8.6;16.0;14.2;4.1;0.16999999999999998;-999
25.10.2017;3270000.0;6.8;16.8;14.2;5.5;0.05;;;3270000.0;6.8;16.8;14.2;5.5;0.05;-999
26.10.2017;;6.5;14.6;12.4;4.6;0.09;;;-999;6.5;14.6;12.4;4.6;0.09;-999
27.10.2017;5880000.0;9.2;13.6;11.1;6.3;0.08;;;5880000.0;9.2;13.6;11.1;6.3;0.08;-999
28.10.2017;2540000.0;9.4;13.3;11.1;9.2;0.93;;;2540000.0;9.4;13.3;11.1;9.2;0.93;-999
29.10.2017;6120000.0;6.0;13.0;8.8;10.7;0.24;;;6120000.0;6.0;13.0;8.8;10.7;0.24;-999
30.10.2017;5880000.0;3.3;11.2;8.3;4.2;0.08;;;5880000.0;3.3;11.2;8.3;4.2;0.08;-999
31.10.2017;2690000.0;4.9;9.9;9.6;4.4;0.21000000000000002;;;2690000.0;4.9;9.9;9.6;4.4;0.21000000000000002;-999
01.11.2017;1730000.0;9.2;13.1;12.4;5.4;0.16999999999999998;;;1730000.0;9.2;13.1;12.4;5.4;0.16999999999999998;-999
02.11.2017;3900000.0;4.0;12.8;10.5;3.5;0.0;;;3900000.0;4.0;12.8;10.5;3.5;0.0;-999
03.11.2017;3540000.0;4.0;10.9;10.1;2.4;0.0;;;3540000.0;4.0;10.9;10.1;2.4;0.0;-999
04.11.2017;4550000.0;3.8;13.4;10.2;2.9;0.01;;;4550000.0;3.8;13.4;10.2;2.9;0.01;-999
05.11.2017;2510000.0;3.0;13.2;9.9;3.5;0.04;;;2510000.0;3.0;13.2;9.9;3.5;0.04;-999
06.11.2017;6180000.0;-0.4;10.8;7.4;1.7;0.0;;;6180000.0;-0.4;10.8;7.4;1.7;0.0;-999
07.11.2017;1870000.0;-1.5;5.4;7.2;2.4;0.0;;;1870000.0;-1.5;5.4;7.2;2.4;0.0;-999
08.11.2017;1750000.0;5.3;8.9;9.0;2.8;0.0;;;1750000.0;5.3;8.9;9.0;2.8;0.0;-999
09.11.2017;2680000.0;6.2;9.1;9.5;3.9;0.0;;;2680000.0;6.2;9.1;9.5;3.9;0.0;-999
10.11.2017;1860000.0;3.8;10.3;9.2;6.6;0.8300000000000001;;;1860000.0;3.8;10.3;9.2;6.6;0.8300000000000001;-999
11.11.2017;3140000.0;1.9;7.6;7.7;5.3;0.18;;;3140000.0;1.9;7.6;7.7;5.3;0.18;-999
12.11.2017;2050000.0;1.2;5.6;7.3;2.7;0.03;;;2050000.0;1.2;5.6;7.3;2.7;0.03;-999
13.11.2017;5580000.0;0.3;9.8;7.3;3.0;0.0;;;5580000.0;0.3;9.8;7.3;3.0;0.0;-999
14.11.2017;1470000.0;0.0;8.0;8.2;4.5;0.11000000000000001;;;1470000.0;0.0;8.0;8.2;4.5;0.11000000000000001;-999
15.11.2017;1100000.0;7.9;9.9;11.0;3.4;0.16999999999999998;;;1100000.0;7.9;9.9;11.0;3.4;0.16999999999999998;-999
16.11.2017;1190000.0;7.9;9.5;10.5;3.5;0.06;;;1190000.0;7.9;9.5;10.5;3.5;0.06;-999
17.11.2017;5190000.0;1.5;9.4;7.9;2.9;0.0;;;5190000.0;1.5;9.4;7.9;2.9;0.0;-999
18.11.2017;2160000.0;2.7;7.9;7.3;6.7;0.39;;;2160000.0;2.7;7.9;7.3;6.7;0.39;-999
19.11.2017;2990000.0;2.8;9.0;7.8;7.4;1.8399999999999999;;;2990000.0;2.8;9.0;7.8;7.4;1.8399999999999999;-999
20.11.2017;1050000.0;3.3;5.9;7.8;4.8;0.5900000000000001;;;1050000.0;3.3;5.9;7.8;4.8;0.5900000000000001;-999
21.11.2017;930000.0;4.7;11.4;10.7;2.3;0.86;;;930000.0;4.7;11.4;10.7;2.3;0.86;-999
22.11.2017;990000.0;8.4;11.3;10.5;6.6;0.0;;;990000.0;8.4;11.3;10.5;6.6;0.0;-999
23.11.2017;2060000.0;7.0;14.9;9.2;6.5;0.31;;;2060000.0;7.0;14.9;9.2;6.5;0.31;-999
24.11.2017;1840000.0;2.4;7.9;8.6;2.7;0.33999999999999997;;;1840000.0;2.4;7.9;8.6;2.7;0.33999999999999997;-999
25.11.2017;3800000.0;-0.6;6.9;6.7;2.6;0.01;;;3800000.0;-0.6;6.9;6.7;2.6;0.01;-999
26.11.2017;1850000.0;1.4;5.6;6.9;6.7;0.0;;;1850000.0;1.4;5.6;6.9;6.7;0.0;-999
27.11.2017;580000.0;1.9;7.6;7.9;6.8;0.82;;;580000.0;1.9;7.6;7.9;6.8;0.82;-999
28.11.2017;2320000.0;3.5;7.0;7.6;7.5;0.03;;;2320000.0;3.5;7.0;7.6;7.5;0.03;-999
29.11.2017;1200000.0;2.2;4.0;7.0;3.7;0.04;;;1200000.0;2.2;4.0;7.0;3.7;0.04;-999
30.11.2017;1100000.0;2.1;3.7;6.9;2.7;0.06;;;1100000.0;2.1;3.7;6.9;2.7;0.06;-999
01.12.2017;2580000.0;0.3;4.3;6.4;2.6;0.0;;;2580000.0;0.3;4.3;6.4;2.6;0.0;-999
02.12.2017;940000.0;-3.1;1.4;5.7;3.0;0.5599999999999999;;;940000.0;-3.1;1.4;5.7;3.0;0.5599999999999999;-999
03.12.2017;780000.0;0.1;5.3;7.3;4.8;0.44000000000000006;;;780000.0;0.1;5.3;7.3;4.8;0.44000000000000006;-999
04.12.2017;1560000.0;3.5;7.3;8.3;4.9;0.37;;;1560000.0;3.5;7.3;8.3;4.9;0.37;-999
05.12.2017;1360000.0;6.8;8.3;9.2;7.2;0.0;;;1360000.0;6.8;8.3;9.2;7.2;0.0;-999
06.12.2017;480000.0;6.7;8.2;8.1;7.2;0.0;;;480000.0;6.7;8.2;8.1;7.2;0.0;-999
07.12.2017;1400000.0;4.7;7.7;7.5;8.2;0.53;;;1400000.0;4.7;7.7;7.5;8.2;0.53;-999
08.12.2017;1750000.0;0.3;6.4;6.6;6.5;0.48;;;1750000.0;0.3;6.4;6.6;6.5;0.48;-999
09.12.2017;2520000.0;0.4;4.4;6.2;7.1;0.09;;;2520000.0;0.4;4.4;6.2;7.1;0.09;-999
10.12.2017;1060000.0;-1.0;1.6;5.7;6.2;0.44000000000000006;;;1060000.0;-1.0;1.6;5.7;6.2;0.44000000000000006;-999
11.12.2017;730000.0;-2.0;1.0;5.7;3.7;0.67;;;730000.0;-2.0;1.0;5.7;3.7;0.67;-999
12.12.2017;900000.0;0.4;1.9;6.3;5.5;0.26;;;900000.0;0.4;1.9;6.3;5.5;0.26;-999
13.12.2017;640000.0;0.5;4.1;6.4;6.7;0.96;;;640000.0;0.5;4.1;6.4;6.7;0.96;-999
14.12.2017;1570000.0;0.8;4.7;6.8;6.7;0.06999999999999999;;;1570000.0;0.8;4.7;6.8;6.7;0.06999999999999999;-999
15.12.2017;870000.0;0.2;3.8;6.6;2.3;0.01;;;870000.0;0.2;3.8;6.6;2.3;0.01;-999
16.12.2017;2460000.0;1.0;4.4;6.6;4.4;0.29;;;2460000.0;1.0;4.4;6.6;4.4;0.29;-999
17.12.2017;3210000.0;-1.1;4.1;6.2;3.2;0.08;;;3210000.0;-1.1;4.1;6.2;3.2;0.08;-999
18.12.2017;1020000.0;0.8;3.4;6.6;2.5;0.0;;;1020000.0;0.8;3.4;6.6;2.5;0.0;-999
19.12.2017;1500000.0;2.5;6.5;8.2;2.6;0.16999999999999998;;;1500000.0;2.5;6.5;8.2;2.6;0.16999999999999998;-999
20.12.2017;930000.0;5.4;7.4;9.5;2.5;0.06999999999999999;;;930000.0;5.4;7.4;9.5;2.5;0.06999999999999999;-999
21.12.2017;700000.0;5.8;7.8;9.7;3.7;0.0;;;700000.0;5.8;7.8;9.7;3.7;0.0;-999
22.12.2017;1010000.0;3.3;6.1;8.3;3.5;0.0;;;1010000.0;3.3;6.1;8.3;3.5;0.0;-999
23.12.2017;420000.0;3.4;8.6;9.7;7.9;0.01;;;420000.0;3.4;8.6;9.7;7.9;0.01;-999
24.12.2017;570000.0;7.7;9.6;9.9;9.5;0.01;;;570000.0;7.7;9.6;9.9;9.5;0.01;-999
25.12.2017;650000.0;5.8;9.1;9.1;7.1;0.0;;;650000.0;5.8;9.1;9.1;7.1;0.0;-999
26.12.2017;1390000.0;2.6;7.7;7.0;7.4;0.01;;;1390000.0;2.6;7.7;7.0;7.4;0.01;-999
27.12.2017;1320000.0;1.5;6.6;7.0;4.6;0.01;;;1320000.0;1.5;6.6;7.0;4.6;0.01;-999
28.12.2017;2340000.0;1.5;4.7;6.6;6.5;0.05;;;2340000.0;1.5;4.7;6.6;6.5;0.05;-999
29.12.2017;3160000.0;0.4;3.7;6.0;6.2;0.13999999999999999;;;3160000.0;0.4;3.7;6.0;6.2;0.13999999999999999;-999
30.12.2017;590000.0;3.0;10.5;8.3;7.3;0.41;;;590000.0;3.0;10.5;8.3;7.3;0.41;-999
31.12.2017;530000.0;6.1;12.6;10.9;5.5;1.28;;;530000.0;6.1;12.6;10.9;5.5;1.28;-999
01.01.2018;2570000.0;3.2;9.2;8.0;6.9;0.09;;;2570000.0;3.2;9.2;8.0;6.9;0.09;-999
02.01.2018;2190000.0;2.2;7.0;7.8;4.5;0.8699999999999999;;;2190000.0;2.2;7.0;7.8;4.5;0.8699999999999999;-999
03.01.2018;1130000.0;5.0;9.3;8.5;11.0;2.02;;;1130000.0;5.0;9.3;8.5;11.0;2.02;-999
04.01.2018;1190000.0;4.7;8.4;8.8;6.9;0.31;;;1190000.0;4.7;8.4;8.8;6.9;0.31;-999
05.01.2018;1510000.0;3.4;7.5;7.6;7.0;0.01;;;1510000.0;3.4;7.5;7.6;7.0;0.01;-999
06.01.2018;1330000.0;2.8;6.6;7.3;4.3;0.01;;;1330000.0;2.8;6.6;7.3;4.3;0.01;-999
07.01.2018;;-4.1;2.9;4.7;4.9;0.0;;;-999;-4.1;2.9;4.7;4.9;0.0;-999
08.01.2018;4220000.0;-4.7;2.4;3.3;5.6;0.0;;;4220000.0;-4.7;2.4;3.3;5.6;0.0;-999
09.01.2018;2410000.0;-1.4;3.3;5.0;4.9;0.13;;;2410000.0;-1.4;3.3;5.0;4.9;0.13;-999
10.01.2018;1510000.0;0.3;5.7;7.3;2.4;0.0;;;1510000.0;0.3;5.7;7.3;2.4;0.0;-999
11.01.2018;3880000.0;-3.0;6.8;6.8;1.8;0.19;;;3880000.0;-3.0;6.8;6.8;1.8;0.19;-999
12.01.2018;540000.0;2.2;3.2;7.2;3.0;0.0;;;540000.0;2.2;3.2;7.2;3.0;0.0;-999
13.01.2018;790000.0;0.2;2.8;6.4;5.2;0.0;;;790000.0;0.2;2.8;6.4;5.2;0.0;-999
14.01.2018;3660000.0;-1.0;1.9;4.7;5.6;0.0;;;3660000.0;-1.0;1.9;4.7;5.6;0.0;-999
15.01.2018;1630000.0;-1.2;6.0;6.1;6.5;0.35;;;1630000.0;-1.2;6.0;6.1;6.5;0.35;-999
16.01.2018;1490000.0;1.3;6.4;7.1;5.8;0.73;;;1490000.0;1.3;6.4;7.1;5.8;0.73;-999
17.01.2018;2390000.0;0.5;3.8;6.3;6.8;0.37;;;2390000.0;0.5;3.8;6.3;6.8;0.37;-999
18.01.2018;980000.0;0.7;5.8;6.8;7.1;1.49;;;980000.0;0.7;5.8;6.8;7.1;1.49;-999
19.01.2018;1740000.0;-1.5;4.1;6.4;3.6;0.06999999999999999;;;1740000.0;-1.5;4.1;6.4;3.6;0.06999999999999999;-999
20.01.2018;1930000.0;-2.0;3.7;6.2;3.2;0.04;;;1930000.0;-2.0;3.7;6.2;3.2;0.04;-999
21.01.2018;1370000.0;-1.5;2.1;6.1;1.8;0.01;;;1370000.0;-1.5;2.1;6.1;1.8;0.01;-999
22.01.2018;800000.0;0.8;6.2;7.0;3.6;0.01;;;800000.0;0.8;6.2;7.0;3.6;0.01;-999
23.01.2018;2260000.0;5.6;9.0;8.9;4.8;0.22999999999999998;;;2260000.0;5.6;9.0;8.9;4.8;0.22999999999999998;-999
24.01.2018;1320000.0;7.8;13.9;11.4;7.5;0.21000000000000002;;;1320000.0;7.8;13.9;11.4;7.5;0.21000000000000002;-999
25.01.2018;2350000.0;5.5;8.9;9.3;4.0;0.09;;;2350000.0;5.5;8.9;9.3;4.0;0.09;-999
26.01.2018;1730000.0;3.0;6.7;8.7;2.1;0.0;;;1730000.0;3.0;6.7;8.7;2.1;0.0;-999
27.01.2018;2060000.0;3.0;7.1;7.8;4.1;0.12;;;2060000.0;3.0;7.1;7.8;4.1;0.12;-999
28.01.2018;2740000.0;5.4;10.4;10.1;8.5;0.16999999999999998;;;2740000.0;5.4;10.4;10.1;8.5;0.16999999999999998;-999
29.01.2018;1350000.0;4.8;10.7;10.0;9.4;0.93;;;1350000.0;4.8;10.7;10.0;9.4;0.93;-999
30.01.2018;3940000.0;1.9;6.7;7.2;5.3;0.06;;;3940000.0;1.9;6.7;7.2;5.3;0.06;-999
31.01.2018;1220000.0;1.0;9.7;8.0;6.0;0.22999999999999998;;;1220000.0;1.0;9.7;8.0;6.0;0.22999999999999998;-999
01.02.2018;2910000.0;0.6;4.1;6.3;6.0;0.0;;;2910000.0;0.6;4.1;6.3;6.0;0.0;-999
02.02.2018;1830000.0;1.6;5.2;6.9;4.5;0.16999999999999998;;;1830000.0;1.6;5.2;6.9;4.5;0.16999999999999998;-999
03.02.2018;2340000.0;-0.7;2.4;5.3;3.7;0.06999999999999999;;;2340000.0;-0.7;2.4;5.3;3.7;0.06999999999999999;-999
04.02.2018;2340000.0;-1.6;1.6;5.5;3.7;0.02;;;2340000.0;-1.6;1.6;5.5;3.7;0.02;-999
05.02.2018;1830000.0;-1.6;1.9;5.2;3.9;0.0;;;1830000.0;-1.6;1.9;5.2;3.9;0.0;-999
06.02.2018;6820000.0;-5.2;-0.2;3.8;3.0;0.0;;;6820000.0;-5.2;-0.2;3.8;3.0;0.0;-999
07.02.2018;7380000.0;-6.8;0.5;3.5;2.3;0.0;;;7380000.0;-6.8;0.5;3.5;2.3;0.0;-999
08.02.2018;6940000.0;-8.5;0.7;3.7;1.7;0.0;;;6940000.0;-8.5;0.7;3.7;1.7;0.0;-999
09.02.2018;6880000.0;-5.2;2.3;4.3;3.0;0.0;;;6880000.0;-5.2;2.3;4.3;3.0;0.0;-999
10.02.2018;2020000.0;-6.0;1.7;5.2;2.2;0.02;;;2020000.0;-6.0;1.7;5.2;2.2;0.02;-999
11.02.2018;3160000.0;0.3;6.6;6.1;6.7;0.27;;;3160000.0;0.3;6.6;6.1;6.7;0.27;-999
12.02.2018;6800000.0;-0.7;4.7;5.7;6.1;0.06999999999999999;;;6800000.0;-0.7;4.7;5.7;6.1;0.06999999999999999;-999
13.02.2018;8300000.0;-2.7;5.1;5.1;3.6;0.0;;;8300000.0;-2.7;5.1;5.1;3.6;0.0;-999
14.02.2018;8880000.0;-3.1;4.8;4.2;4.5;0.0;;;8880000.0;-3.1;4.8;4.2;4.5;0.0;-999
15.02.2018;1370000.0;0.2;4.1;5.6;5.3;0.16;;;1370000.0;0.2;4.1;5.6;5.3;0.16;-999
16.02.2018;6880000.0;-1.5;6.8;6.1;3.9;0.0;;;6880000.0;-1.5;6.8;6.1;3.9;0.0;-999
17.02.2018;5790000.0;-4.3;5.6;5.8;1.2;0.0;;;5790000.0;-4.3;5.6;5.8;1.2;0.0;-999
18.02.2018;8330000.0;-5.0;5.5;5.0;2.2;0.0;;;8330000.0;-5.0;5.5;5.0;2.2;0.0;-999
19.02.2018;7930000.0;-2.1;6.1;5.3;1.5;0.0;;;7930000.0;-2.1;6.1;5.3;1.5;0.0;-999
20.02.2018;8430000.0;-4.6;5.0;4.8;2.7;0.0;;;8430000.0;-4.6;5.0;4.8;2.7;0.0;-999
21.02.2018;7420000.0;-4.1;4.0;4.4;2.7;0.0;;;7420000.0;-4.1;4.0;4.4;2.7;0.0;-999
22.02.2018;5750000.0;-3.8;3.7;4.9;2.9;0.0;;;5750000.0;-3.8;3.7;4.9;2.9;0.0;-999
23.02.2018;10300000.0;-4.1;2.0;4.1;4.6;0.0;;;10300000.0;-4.1;2.0;4.1;4.6;0.0;-999
24.02.2018;6850000.0;-5.5;2.7;3.4;5.4;0.0;;;6850000.0;-5.5;2.7;3.4;5.4;0.0;-999
25.02.2018;7910000.0;-7.8;-0.4;3.3;4.2;0.05;;;7910000.0;-7.8;-0.4;3.3;4.2;0.05;-999
26.02.2018;8330000.0;-7.1;-0.9;3.4;5.1;0.0;;;8330000.0;-7.1;-0.9;3.4;5.1;0.0;-999
27.02.2018;9400000.0;-7.2;-1.0;3.3;4.7;0.01;;;9400000.0;-7.2;-1.0;3.3;4.7;0.01;-999
28.02.2018;8220000.0;-11.4;-6.1;1.9;6.8;0.0;;;8220000.0;-11.4;-6.1;1.9;6.8;0.0;-999
01.03.2018;12000000.0;-9.7;-2.3;2.1;8.1;0.0;;;12000000.0;-9.7;-2.3;2.1;8.1;0.0;-999
02.03.2018;11900000.0;-10.5;-1.7;2.1;7.1;0.0;;;11900000.0;-10.5;-1.7;2.1;7.1;0.0;-999
03.03.2018;11870000.0;-9.8;-0.3;2.2;6.2;0.0;;;11870000.0;-9.8;-0.3;2.2;6.2;0.0;-999
04.03.2018;6860000.0;-5.1;3.6;3.7;5.0;0.16;;;6860000.0;-5.1;3.6;3.7;5.0;0.16;-999
05.03.2018;10420000.0;0.5;10.9;7.3;4.2;0.0;;;10420000.0;0.5;10.9;7.3;4.2;0.0;-999
06.03.2018;11890000.0;-1.2;9.7;5.9;3.0;0.0;;;11890000.0;-1.2;9.7;5.9;3.0;0.0;-999
07.03.2018;7260000.0;-2.2;6.8;6.2;1.5;0.08;;;7260000.0;-2.2;6.8;6.2;1.5;0.08;-999
08.03.2018;8130000.0;0.9;10.0;7.4;4.9;0.53;;;8130000.0;0.9;10.0;7.4;4.9;0.53;-999
09.03.2018;7230000.0;2.5;9.2;7.1;5.5;0.02;;;7230000.0;2.5;9.2;7.1;5.5;0.02;-999
10.03.2018;5520000.0;3.4;14.6;9.7;3.2;0.13999999999999999;;;5520000.0;3.4;14.6;9.7;3.2;0.13999999999999999;-999
11.03.2018;6050000.0;4.0;14.4;11.5;3.2;0.03;;;6050000.0;4.0;14.4;11.5;3.2;0.03;-999
12.03.2018;5280000.0;1.7;13.4;10.1;1.5;0.13999999999999999;;;5280000.0;1.7;13.4;10.1;1.5;0.13999999999999999;-999
13.03.2018;3090000.0;3.9;8.8;8.6;4.8;0.08;;;3090000.0;3.9;8.8;8.6;4.8;0.08;-999
14.03.2018;3690000.0;1.1;5.8;6.2;3.4;0.0;;;3690000.0;1.1;5.8;6.2;3.4;0.0;-999
15.03.2018;10910000.0;1.3;8.0;6.2;7.5;0.0;;;10910000.0;1.3;8.0;6.2;7.5;0.0;-999
16.03.2018;1790000.0;-2.0;3.6;4.7;8.5;0.0;;;1790000.0;-2.0;3.6;4.7;8.5;0.0;-999
17.03.2018;13390000.0;-4.0;0.7;2.4;11.1;0.0;;;13390000.0;-4.0;0.7;2.4;11.1;0.0;-999
18.03.2018;16380000.0;-5.2;2.4;2.2;9.2;0.0;;;16380000.0;-5.2;2.4;2.2;9.2;0.0;-999
19.03.2018;17040000.0;-5.5;4.4;2.7;4.6;0.06;;;17040000.0;-5.5;4.4;2.7;4.6;0.06;-999
20.03.2018;16440000.0;-3.2;7.4;4.8;5.6;0.0;;;16440000.0;-3.2;7.4;4.8;5.6;0.0;-999
21.03.2018;7360000.0;-6.0;6.4;5.6;3.4;0.04;;;7360000.0;-6.0;6.4;5.6;3.4;0.04;-999
22.03.2018;4050000.0;1.7;7.3;7.5;6.0;0.12;;;4050000.0;1.7;7.3;7.5;6.0;0.12;-999
23.03.2018;2600000.0;2.8;6.8;8.3;2.3;0.02;;;2600000.0;2.8;6.8;8.3;2.3;0.02;-999
24.03.2018;7200000.0;3.8;10.0;7.5;2.3;0.0;;;7200000.0;3.8;10.0;7.5;2.3;0.0;-999
25.03.2018;8340000.0;4.8;11.0;6.8;2.7;0.0;;;8340000.0;4.8;11.0;6.8;2.7;0.0;-999
26.03.2018;4240000.0;-2.7;7.1;6.9;3.0;0.0;;;4240000.0;-2.7;7.1;6.9;3.0;0.0;-999
27.03.2018;11890000.0;-3.2;10.3;5.9;3.3;0.01;;;11890000.0;-3.2;10.3;5.9;3.3;0.01;-999
28.03.2018;2330000.0;0.8;5.8;7.5;4.8;1.08;;;2330000.0;0.8;5.8;7.5;4.8;1.08;-999
29.03.2018;9190000.0;-0.3;8.8;7.1;4.9;0.22000000000000003;;;9190000.0;-0.3;8.8;7.1;4.9;0.22000000000000003;-999
30.03.2018;14590000.0;-1.4;12.1;6.8;5.0;0.32999999999999996;;;14590000.0;-1.4;12.1;6.8;5.0;0.32999999999999996;-999
31.03.2018;3080000.0;0.7;6.3;6.9;4.1;0.03;;;3080000.0;0.7;6.3;6.9;4.1;0.03;-999
01.04.2018;11470000.0;-3.0;6.9;5.6;4.4;0.0;;;11470000.0;-3.0;6.9;5.6;4.4;0.0;-999
02.04.2018;11340000.0;-2.6;8.6;6.5;3.2;0.16;;;11340000.0;-2.6;8.6;6.5;3.2;0.16;-999
03.04.2018;11400000.0;7.5;17.6;10.8;4.9;0.0;;;11400000.0;7.5;17.6;10.8;4.9;0.0;-999
04.04.2018;10360000.0;6.8;15.9;10.6;4.7;0.31;;;10360000.0;6.8;15.9;10.6;4.7;0.31;-999
05.04.2018;6050000.0;1.1;10.6;8.5;7.0;0.04;;;6050000.0;1.1;10.6;8.5;7.0;0.04;-999
06.04.2018;20110000.0;-1.2;13.4;6.0;3.8;0.0;;;20110000.0;-1.2;13.4;6.0;3.8;0.0;-999
07.04.2018;18980000.0;4.7;20.0;7.2;5.1;0.0;;;18980000.0;4.7;20.0;7.2;5.1;0.0;-999
08.04.2018;17760000.0;7.3;24.8;9.5;2.5;0.0;;;17760000.0;7.3;24.8;9.5;2.5;0.0;-999
09.04.2018;14080000.0;7.2;21.0;11.8;3.4;0.0;;;14080000.0;7.2;21.0;11.8;3.4;0.0;-999
10.04.2018;18600000.0;7.2;23.1;11.2;5.8;0.0;;;18600000.0;7.2;23.1;11.2;5.8;0.0;-999
11.04.2018;14450000.0;6.4;16.1;9.6;6.5;0.26;;;14450000.0;6.4;16.1;9.6;6.5;0.26;-999
12.04.2018;11640000.0;6.2;18.6;11.0;6.0;0.37;;;11640000.0;6.2;18.6;11.0;6.0;0.37;-999
13.04.2018;3630000.0;9.9;14.0;13.1;4.2;3.66;;;3630000.0;9.9;14.0;13.1;4.2;3.66;-999
14.04.2018;4050000.0;6.5;11.8;10.9;4.4;0.79;;;4050000.0;6.5;11.8;10.9;4.4;0.79;-999
15.04.2018;9470000.0;5.3;16.1;11.5;2.4;0.53;;;9470000.0;5.3;16.1;11.5;2.4;0.53;-999
16.04.2018;13460000.0;6.4;18.4;12.2;2.5;0.12;;;13460000.0;6.4;18.4;12.2;2.5;0.12;-999
17.04.2018;19900000.0;4.6;19.4;10.5;2.1;0.0;;;19900000.0;4.6;19.4;10.5;2.1;0.0;-999
18.04.2018;21640000.0;6.8;23.3;11.2;1.3;0.0;;;21640000.0;6.8;23.3;11.2;1.3;0.0;-999
19.04.2018;22110000.0;9.7;26.0;12.5;3.3;0.0;;;22110000.0;9.7;26.0;12.5;3.3;0.0;-999
20.04.2018;21050000.0;10.4;27.3;13.0;3.8;0.0;;;21050000.0;10.4;27.3;13.0;3.8;0.0;-999
21.04.2018;23200000.0;7.3;19.4;9.6;3.3;0.0;;;23200000.0;7.3;19.4;9.6;3.3;0.0;-999
22.04.2018;20230000.0;6.2;24.1;12.3;3.1;0.06999999999999999;;;20230000.0;6.2;24.1;12.3;3.1;0.06999999999999999;-999
23.04.2018;17420000.0;7.2;18.6;11.7;5.7;0.0;;;17420000.0;7.2;18.6;11.7;5.7;0.0;-999
24.04.2018;4850000.0;7.2;13.9;10.9;5.2;0.12;;;4850000.0;7.2;13.9;10.9;5.2;0.12;-999
25.04.2018;8680000.0;5.3;14.1;10.7;6.3;0.55;;;8680000.0;5.3;14.1;10.7;6.3;0.55;-999
26.04.2018;13030000.0;4.7;13.0;9.1;5.2;0.33999999999999997;;;13030000.0;4.7;13.0;9.1;5.2;0.33999999999999997;-999
27.04.2018;19660000.0;4.2;15.4;8.1;3.3;0.02;;;19660000.0;4.2;15.4;8.1;3.3;0.02;-999
28.04.2018;12880000.0;6.4;17.5;10.6;3.5;0.0;;;12880000.0;6.4;17.5;10.6;3.5;0.0;-999
29.04.2018;17120000.0;9.6;21.5;12.1;3.1;0.05;;;17120000.0;9.6;21.5;12.1;3.1;0.05;-999
30.04.2018;9390000.0;8.5;16.9;11.6;5.8;0.13999999999999999;;;9390000.0;8.5;16.9;11.6;5.8;0.13999999999999999;-999
